StepID,ParentID,Başlık,Açıklama,Seçenekler,Kaynak/Link,GörünürEğer,Seçenek Info,Seçenek Pros,Seçenek Cons,Terimler
10,1,Yüzlü: Donanım Seç,Bütçe ve akışa uygun donanım yolu.,"[Telefon, Kamera]",-,step:1=Yüzlü,Telefon: Telefon seçeneği için kısa açıklama. || Kamera: Kamera seçeneği için kısa açıklama.,Uygulaması kolay || Uygulaması kolay,Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
11,10,Yüzlü: Telefon Akışı,1080p/60; arka kamera; tripod; uzaktan mikrofon.,[-],Movo/BOYA Mic,step:1=Yüzlü; step:10=Telefon,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
12,10,Yüzlü: Kamera Akışı,Mirrorless/DSLR; lens 24-35mm; tripod; capture kartı (gerekirse).,[-],"Sony/ZV-E10, Elgato",step:1=Yüzlü; step:10=Kamera,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
13,1,Yüzlü: Işıklandırma,Softbox/LED panel; ışık 45°; arka plan ayrımı.,[-],-,step:1=Yüzlü,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
14,1,Yüzlü: Ses,Kablosuz yaka mikrofonu veya shotgun; yankı azaltma.,[-],"Rode, Deity",step:1=Yüzlü,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
15,1,Yüzlü: Arka Plan,Karmaşayı kaldır; marka objesi; sessiz arka plan müziği yok.,[-],-,step:1=Yüzlü,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
16,1,Yüzlü: Çekim Metodu,Okuma tarzı seçimi.,"[Teleprompter, Serbest Konuşma]","PromptSmart, BigVu",step:1=Yüzlü,Teleprompter: Teleprompter seçeneği için kısa açıklama. || Serbest Konuşma: Serbest Konuşma seçeneği için kısa açıklama.,Uygulaması kolay || Uygulaması kolay,Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
20,1,Yüzsüz: Üretim Yığını,Temel yazılım/yöntem seç.,"[CapCut Masaüstü, Descript, Pictory, HeyGen]",-,step:1=Yüzsüz,"CapCut Masaüstü: Hızlı, kolay video editörü (masaüstü/mobil). || Descript: Transkript tabanlı düzenleme ve ses klonlama. || Pictory: Pictory seçeneği için kısa açıklama. || HeyGen: İngilizce içerik dili.",Kullanımı kolay; Şablonlar/altyazı/otomatik özellikler || Sözlü hataları metinden silme; Podcast/video için hızlı || Uygulaması kolay || Global kitle; CPM/RPM daha yüksek olabilir,İnce ayarda kısıtlı; Ekip içi büyük projelere uygun değil || Ücretli plan; Türkçe desteği sınırlı olabilir || Her içerik türünde uygun olmayabilir || Rekabet çok yüksek; Aksan/akıcılık gerektirir,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
21,1,Yüzsüz: Ses Seçimi,Voiceover yöntemi.,"[Kendi Sesim, TTS]","ElevenLabs, Descript",step:1=Yüzsüz,Kendi Sesim: İngilizce içerik dili. || TTS: Metinden-Konuşma (TTS) ile seslendirme.,Global kitle; CPM/RPM daha yüksek olabilir || Hızlı üretim; Yüz/voiceover olmadan içerik,Rekabet çok yüksek; Aksan/akıcılık gerektirir || Doğallık düşük olabilir; İzleyici bağlanması zor,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
22,1,Yüzsüz: Avatar,Kamera yerine AI avatar kullanımı.,"[Yok, AI Avatar]","HeyGen, D-ID",step:1=Yüzsüz,Yok: Yok seçeneği için kısa açıklama. || AI Avatar: Yapay zekâ avatarı ile yüzsüz anlatım.,Uygulaması kolay || Hızlı üretim; Yüz göstermeden marka oluşturma,Her içerik türünde uygun olmayabilir || Lisans ve araç maliyetleri; Doğallık sınırlı,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
23,1,Yüzsüz: Asset Kütüphanesi,Stok video/müzik/b-roll klasörü oluştur.,[-],"Pexels, Storyblocks, Pixabay",step:1=Yüzsüz,,,,B‑roll: Ara görüntüler/kapama planları
24,1,Yüzsüz: Senkron SOP,TTS/VO → b-roll → altyazı akışını dokümante et.,[-],-,step:1=Yüzsüz,,,,B‑roll: Ara görüntüler/kapama planları
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
30,0,Konu Havuzu,50 video fikrini başlık taslağıyla yaz (niş×persona kesişimi).,[-],Notion Ideas,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
31,0,Hook Bank (20 Adet),"“Kimse söylemiyor ki…”, “X yapmadan önce…” gibi 20 güçlü açılış yaz.",[-],-,,,,,Hook: İlk saniyelerde ilgiyi yakalayan giriş
32,0,CTA Bank (10 Adet),"“Link açıklamada”, “Yorumlardaki ilk linke tıkla” vb.",[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
33,0,İçerik Takvimi,30 günlük üretim takvimi: batch günleri ve yayın günleri.,[-],Google Sheets/Notion,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
34,0,Dosya Yapısı,/Raw /Project /Exports /Assets klasörlerini oluştur.,[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
35,5,Shorts: Sütunlar,3 içerik sütunu belirle (mit kırma/öncesi-sonrası/ipucu).,[-],-,step:5=Shorts|İkisi,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
36,5,Shorts: Script Şablonu,60 sn: Hook → 3 Bullet → CTA (alttaki şablonu kopyala).,[-],Template Doc,step:5=Shorts|İkisi,,,,Hook: İlk saniyelerde ilgiyi yakalayan giriş
37,5,Shorts: Çekim/Üretim,Batch 10 video; dikey 9:16; altyazı zorunlu.,[-],CapCut,step:5=Shorts|İkisi,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
38,5,Shorts: Edit Pipeline,Altyazı → Pattern interrupt → SFX → Logo/CTA.,[-],CapCut,step:5=Shorts|İkisi,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
39,5,Shorts: Yayın SOP,Başlık ≤ 60; #1-2 etiket; sabit yorum + link.,[-],-,step:5=Shorts|İkisi,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
40,5,Long-form: Format,Ders/Case/Reaction/Interview’dan 1-2 format seç.,"[Ders, Case Study, Reaction, Röportaj]",-,step:5=Long-form|İkisi,Ders: Ders seçeneği için kısa açıklama. || Case Study: Case Study seçeneği için kısa açıklama. || Reaction: Reaction seçeneği için kısa açıklama. || Röportaj: Röportaj seçeneği için kısa açıklama.,Uygulaması kolay || Uygulaması kolay || Uygulaması kolay || Uygulaması kolay,Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
41,5,Long-form: Outline Şablonu,Intro (hook) → gündem → bölümler → özet → CTA.,[-],-,step:5=Long-form|İkisi,,,,Hook: İlk saniyelerde ilgiyi yakalayan giriş
42,5,Long-form: Çekim SOP,"Kamera/telefon ayarı, ses senkronu, slate; dosya isim standardı.",[-],-,step:5=Long-form|İkisi,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
43,5,Long-form: Edit SOP,"Kesim hızı, b-roll, callouts, müzik seviyesi −18 LUFS.",[-],-,step:5=Long-form|İkisi,,,,B‑roll: Ara görüntüler/kapama planları || LUFS: Ses yüksekliği standardı (YouTube ~‑14 LUFS)
44,5,Long-form: Kapak (Thumbnail),3 varyant kuralı: yakın yüz + 3 kelime + kontrast.,[-],"Canva, Photoshop",step:5=Long-form|İkisi,,,,CTR: Click‑Through Rate; küçük resim tıklanma oranı
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
50,0,SEO Araştırması,Rakip kanallar/anahtar kelime; 20 hedef kelime listesi.,[-],"TubeBuddy, VidIQ",,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
51,0,Başlık Formülleri,“Nasıl/En İyi/Şu Hata/Şablon” başlık formülleri oluştur.,[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
52,0,Açıklama Şablonu,İlk 2 satırda değer + CTA + link; altına timestamp/bağlantılar.,[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
53,0,Ek Açıklama Blokları,"Disclosure, affiliate notu, ekipman listesi.",[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
54,0,Ekran Sonu & Kartlar,"2 video öner, 1 playlist; ilgili dakikaya kart ekle.",[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
55,0,Altyazı/Çeviri,Otomatik altyazıyı düzelt; İngilizce ise TR ek çeviri (ops.).,[-],YT Studio,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
56,0,Müzik & Telif,YouTube Audio Library / lisans kontrol.,[-],YouTube Audio Library,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
60,0,Link Altyapısı,Bio/landing/affiliate linkleri için yöntem seç.,"[Linktree/Beacons, Kendi Alan + Carrd, Sadece Video Açıklama]","Beacons, Carrd",,Linktree/Beacons: Türkçe içerik dili. || Kendi Alan + Carrd: İngilizce içerik dili. || Sadece Video Açıklama: Sadece Video Açıklama seçeneği için kısa açıklama.,Yerel bağ ve topluluk; Rekabet görece düşük || Global kitle; CPM/RPM daha yüksek olabilir || Uygulaması kolay,CPM düşük olabilir; Global ölçek sınırlı || Rekabet çok yüksek; Aksan/akıcılık gerektirir || Her içerik türünde uygun olmayabilir,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
61,60,UTM & Kısaltıcı,Kısa link + UTM standardı oluştur.,"[Bitly, Short.io, Kendi Alan]","Bitly, Short.io",,Bitly: Bitly seçeneği için kısa açıklama. || Short.io: Short.io seçeneği için kısa açıklama. || Kendi Alan: İngilizce içerik dili.,Uygulaması kolay || Uygulaması kolay || Global kitle; CPM/RPM daha yüksek olabilir,Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir || Rekabet çok yüksek; Aksan/akıcılık gerektirir,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
62,0,Pixel/Analytics,Google Tag (GA4) veya sadece UTM ile takip.,"[GA4, Yalnızca UTM]","GA4, Tag Manager",,GA4: GA4 seçeneği için kısa açıklama. || Yalnızca UTM: Yalnızca UTM seçeneği için kısa açıklama.,Uygulaması kolay || Uygulaması kolay,Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir,GA4: Google Analytics 4; olay tabanlı ölçüm
63,0,Disclosure,Yasal uyarı metnini sabit şablonlara ekle.,[-],FTC Guides,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
70,0,Yayın Öncesi Kontrol,"List: ses, renk, altyazı, başlık, açıklama, thumb, kartlar, linkler.",[-],Checklist,,,,,CTR: Click‑Through Rate; küçük resim tıklanma oranı
71,0,Yayınlama,Zamanlama: hedef pazar saatine göre; ilk 2 saatte aktif ol.,[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
72,0,Yorum/Topluluk,Sabit yorum + link; ilk yorumları cevapla; haftalık topluluk postu.,[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
73,0,Dağıtım Seç,Çapraz paylaşım yapacak mısın?,"[Reels, TikTok, LinkedIn, Yok]",-,,Reels: Reels seçeneği için kısa açıklama. || TikTok: TikTok seçeneği için kısa açıklama. || LinkedIn: LinkedIn seçeneği için kısa açıklama. || Yok: Yok seçeneği için kısa açıklama.,Uygulaması kolay || Uygulaması kolay || Uygulaması kolay || Uygulaması kolay,Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
74,73,Reels Dağıtım,Reels için kapak/başlık; link profilde.,[-],Meta Business,step:73=Reels,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
75,73,TikTok Dağıtım,Sabit yorum + link; 3-5 hashtag.,[-],TikTok,step:73=TikTok,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
76,73,LinkedIn Dağıtım,Metin özeti + video; sabit yorumda link.,[-],LinkedIn,step:73=LinkedIn,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
80,0,Monetizasyon Modeli,Gelir kaynağını seç.,"[YouTube Partner, Affiliate, Sponsorluk, Ürün]",-,,YouTube Partner: YouTube Partner seçeneği için kısa açıklama. || Affiliate: Affiliate seçeneği için kısa açıklama. || Sponsorluk: Sponsorluk seçeneği için kısa açıklama. || Ürün: Ürün seçeneği için kısa açıklama.,Uygulaması kolay || Uygulaması kolay || Uygulaması kolay || Uygulaması kolay,Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir,RPM: 1000 izlenmede kazanılan gelir || CPM: 1000 gösterim reklam maliyeti
81,80,Partner: Uygunluk,Kurallar + saat/gösterim şartlarını kontrol et.,[-],YouTube Partner,step:80=YouTube Partner,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
82,80,Partner: AdSense,Bağlantı ve vergi/ödeme ayarları.,[-],AdSense,step:80=YouTube Partner,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
83,80,Affiliate: Program Seç,Alanına uygun programı seç.,"[Amazon Associates, ClickBank, Digistore24, SaaS Partner]","Amazon, ClickBank",step:80=Affiliate,Amazon Associates: Amazon Associates seçeneği için kısa açıklama. || ClickBank: ClickBank seçeneği için kısa açıklama. || Digistore24: Digistore24 seçeneği için kısa açıklama. || SaaS Partner: SaaS Partner seçeneği için kısa açıklama.,Uygulaması kolay || Uygulaması kolay || Uygulaması kolay || Uygulaması kolay,Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
84,80,Affiliate: Link Yerleşimi,"Açıklama üstü, sabit yorum, kart/son ekran stratejisi.",[-],-,step:80=Affiliate,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
85,80,Affiliate: Bonus/Lead Magnet,Video konusuna özel PDF/checklist üret; e-posta topla.,[-],"Beehiiv, ConvertKit",step:80=Affiliate,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
86,80,Sponsorluk: Medya Kiti,Kanal verileri + örnek videolar; PDF.,[-],Canva,step:80=Sponsorluk,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
87,80,Sponsorluk: Paket & Fiyat,Pre-roll/Mid-roll/Entegre; paket fiyatları.,[-],-,step:80=Sponsorluk,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
88,80,Sponsorluk: Outreach,Listeler + e-posta şablonları; 20 şirket.,[-],Hunter.io,step:80=Sponsorluk,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
89,80,Ürün: Karar,Merch/kurs/dijital ürün seç.,"[Merch, Kurs, Dijital Ürün]",-,step:80=Ürün,Merch: Merch seçeneği için kısa açıklama. || Kurs: Kurs seçeneği için kısa açıklama. || Dijital Ürün: Dijital Ürün seçeneği için kısa açıklama.,Uygulaması kolay || Uygulaması kolay || Uygulaması kolay,Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir || Her içerik türünde uygun olmayabilir,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
90,89,Ürün: Altyapı,"Merch (Spreadshirt/Teespring), Kurs (Gumroad/Teachable).",[-],"Gumroad, Teachable",step:80=Ürün,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
95,0,Performans Paneli,"CTR, AVD, İlk 30 sn düşüş grafiği için şablon paneli.",[-],YouTube Analytics,,,,,CTR: Click‑Through Rate; küçük resim tıklanma oranı || AVD: Average View Duration; ortalama izlenme süresi
96,0,VidIQ/TubeBuddy,Kelime & rakip takibi; upload checklist.,[-],"TubeBuddy, VidIQ",,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
97,0,Thumb A/B (opsiyon),Tubebuddy A/B test ile kapak denemesi.,[-],TubeBuddy (Legend),,,,,CTR: Click‑Through Rate; küçük resim tıklanma oranı
98,0,Haftalık Geri Bakış,En iyi 3 konu → ikiye katla; zayıf formatı bırak.,[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
99,0,Aylık Sistem Kontrol,"Süreç darboğazı (fikir, çekim, edit, yayın) analizi.",[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
100,1,Yüzlü: Işık Preseti,Softbox konumları fotoğraflayıp preset olarak kaydet.,[-],-,step:1=Yüzlü,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
101,1,Yüzlü: Kamera Preseti,Shutter/ISO/White Balance değerlerini presetle.,[-],-,step:1=Yüzlü,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
102,1,Yüzlü: Ses Preseti,EQ/Compression/Noise profile preset.,[-],-,step:1=Yüzlü,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
103,1,Yüzlü: B-roll Planı,Her videoda 5 plan b-roll listesi (eller/ekran/grafik).,[-],-,step:1=Yüzlü,,,,B‑roll: Ara görüntüler/kapama planları
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
110,1,Yüzsüz: Ses Pipeline,TTS/Kendi Sesim → gürültü temizle → normalize -16 LUFS.,[-],-,step:1=Yüzsüz,,,,LUFS: Ses yüksekliği standardı (YouTube ~‑14 LUFS)
111,1,Yüzsüz: B-roll Kütüphanesi,Kategori klasörleri (ekran kayıtları/stok videolar).,[-],"Pexels, Storyblocks",step:1=Yüzsüz,,,,B‑roll: Ara görüntüler/kapama planları
112,1,Yüzsüz: Altyazı Otomasyon,CapCut/Descript auto-caption → manuel düzelt.,[-],-,step:1=Yüzsüz,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
113,1,Yüzsüz: Avatar Kuralları,Avatar kullanım sıklığı ≤ %30; maksimum 30 sn bloklar.,[-],-,step:1=Yüzsüz,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
120,5,Shorts: Şablon Dosyası,Intro/Lower-third/CTA animasyon şablonunu .prproj/.cptemplate olarak kaydet.,[-],-,step:5=Shorts|İkisi,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
121,5,Long-form: Proje Şablonu,"Intro sting, lower-third, SFX klasörü hazır proje.",[-],-,step:5=Long-form|İkisi,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
130,0,Topluluk Sekmesi,Haftada 2 post (anket/görsel/soru).,[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
131,0,Playlist Stratejisi,Serileri playlist’e bağla; her videoda playlist kartı.,[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
132,0,Kanal Ana Sayfa Düzeni,"Featured video, playlist sırası, “Yeni başlayanlar için” rafı.",[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
133,0,Hakkında Sayfası,1 paragraf değer önerisi + bağlantılar + e-posta.,[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
134,0,İş Birliği E-postası,“business@...” alanı; otomatik yanıt şablonu.,[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
,,,,,,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
140,0,Günlük Rutin,"30 dk üretim, 15 dk etkileşim, 10 dk analiz; takvim hatırlatması.",[-],-,,,,,End Screen: Videonun sonunda çıkan yönlendirme ekranı || Cards: Video içinde tıklanabilir kartlar
